user_id,signup_date,revenue_month,mrr,is_active
31,2023-01-02,2024-07-01,50.00,t
31,2023-01-02,2024-08-01,50.00,t
31,2023-01-02,2024-09-01,50.00,t
31,2023-01-02,2024-10-01,50.00,t
31,2023-01-02,2024-11-01,50.00,t
31,2023-01-02,2024-12-01,50.00,t
31,2023-01-02,2025-01-01,50.00,t
32,2024-09-11,2024-10-01,50.00,t
32,2024-09-11,2024-11-01,50.00,t
32,2024-09-11,2024-12-01,50.00,t
32,2024-09-11,2025-01-01,50.00,t
33,2023-02-01,2023-02-01,50.00,t
33,2023-02-01,2023-03-01,50.00,t
33,2023-02-01,2023-04-01,50.00,t
33,2023-02-01,2023-05-01,50.00,t
33,2023-02-01,2023-06-01,50.00,t
33,2023-02-01,2023-07-01,50.00,t
33,2023-02-01,2023-08-01,50.00,t
33,2023-02-01,2023-09-01,50.00,t
33,2023-02-01,2023-10-01,50.00,t
33,2023-02-01,2023-11-01,50.00,t
33,2023-02-01,2023-12-01,50.00,t
33,2023-02-01,2024-01-01,50.00,t
33,2023-02-01,2024-02-01,50.00,t
33,2023-02-01,2024-03-01,50.00,t
33,2023-02-01,2024-04-01,50.00,t
33,2023-02-01,2024-05-01,50.00,t
33,2023-02-01,2024-06-01,50.00,t
33,2023-02-01,2024-07-01,50.00,t
33,2023-02-01,2024-08-01,50.00,t
33,2023-02-01,2024-09-01,50.00,t
33,2023-02-01,2024-10-01,50.00,t
33,2023-02-01,2024-11-01,50.00,t
33,2023-02-01,2024-12-01,50.00,t
33,2023-02-01,2025-01-01,50.00,t
34,2023-03-18,2023-04-01,50.00,t
34,2023-03-18,2023-05-01,50.00,t
34,2023-03-18,2023-06-01,50.00,t
34,2023-03-18,2023-07-01,50.00,t
34,2023-03-18,2023-08-01,50.00,t
34,2023-03-18,2023-09-01,50.00,t
34,2023-03-18,2023-10-01,50.00,t
34,2023-03-18,2023-11-01,50.00,t
34,2023-03-18,2023-12-01,50.00,t
34,2023-03-18,2024-01-01,50.00,t
34,2023-03-18,2024-02-01,50.00,t
34,2023-03-18,2024-03-01,50.00,t
34,2023-03-18,2024-04-01,50.00,t
34,2023-03-18,2024-05-01,50.00,t
34,2023-03-18,2024-06-01,50.00,t
34,2023-03-18,2024-07-01,50.00,t
34,2023-03-18,2024-08-01,50.00,t
34,2023-03-18,2024-09-01,50.00,t
34,2023-03-18,2024-10-01,50.00,t
34,2023-03-18,2024-11-01,50.00,t
34,2023-03-18,2024-12-01,50.00,t
34,2023-03-18,2025-01-01,50.00,t
35,2023-02-09,2023-03-01,50.00,t
35,2023-02-09,2023-04-01,50.00,t
35,2023-02-09,2023-05-01,50.00,t
35,2023-02-09,2023-06-01,50.00,t
35,2023-02-09,2023-07-01,50.00,t
35,2023-02-09,2023-08-01,50.00,t
35,2023-02-09,2023-09-01,50.00,t
35,2023-02-09,2023-10-01,50.00,t
35,2023-02-09,2023-11-01,50.00,t
35,2023-02-09,2023-12-01,50.00,t
35,2023-02-09,2024-01-01,50.00,t
35,2023-02-09,2024-02-01,50.00,t
35,2023-02-09,2024-03-01,50.00,t
35,2023-02-09,2024-04-01,50.00,t
35,2023-02-09,2024-05-01,50.00,t
35,2023-02-09,2024-06-01,50.00,t
35,2023-02-09,2024-07-01,50.00,t
35,2023-02-09,2024-08-01,50.00,t
35,2023-02-09,2024-09-01,50.00,t
35,2023-02-09,2024-10-01,50.00,t
35,2023-02-09,2024-11-01,50.00,t
35,2023-02-09,2024-12-01,50.00,t
35,2023-02-09,2025-01-01,50.00,t
36,2023-11-30,2023-12-01,50.00,t
36,2023-11-30,2024-01-01,50.00,t
36,2023-11-30,2024-02-01,50.00,t
36,2023-11-30,2024-03-01,50.00,t
36,2023-11-30,2024-04-01,50.00,t
36,2023-11-30,2024-05-01,50.00,t
36,2023-11-30,2024-06-01,50.00,t
36,2023-11-30,2024-07-01,50.00,t
36,2023-11-30,2024-08-01,50.00,t
36,2023-11-30,2024-09-01,50.00,t
36,2023-11-30,2024-10-01,50.00,t
36,2023-11-30,2024-11-01,50.00,t
36,2023-11-30,2024-12-01,50.00,t
36,2023-11-30,2025-01-01,50.00,t
37,2023-10-05,2023-11-01,50.00,t
37,2023-10-05,2023-12-01,50.00,t
37,2023-10-05,2024-01-01,50.00,t
37,2023-10-05,2024-02-01,50.00,t
37,2023-10-05,2024-03-01,50.00,t
37,2023-10-05,2024-04-01,50.00,t
37,2023-10-05,2024-05-01,50.00,t
37,2023-10-05,2024-06-01,50.00,t
37,2023-10-05,2024-07-01,50.00,t
37,2023-10-05,2024-08-01,50.00,t
37,2023-10-05,2024-09-01,50.00,t
37,2023-10-05,2024-10-01,50.00,t
37,2023-10-05,2024-11-01,50.00,t
37,2023-10-05,2024-12-01,50.00,t
37,2023-10-05,2025-01-01,50.00,t
38,2024-07-26,2024-08-01,50.00,t
38,2024-07-26,2024-09-01,50.00,t
38,2024-07-26,2024-10-01,50.00,t
38,2024-07-26,2024-11-01,50.00,t
38,2024-07-26,2024-12-01,50.00,t
38,2024-07-26,2025-01-01,50.00,t
39,2023-07-08,2023-08-01,50.00,t
39,2023-07-08,2023-09-01,50.00,t
39,2023-07-08,2023-10-01,50.00,t
39,2023-07-08,2023-11-01,50.00,t
39,2023-07-08,2023-12-01,50.00,t
39,2023-07-08,2024-01-01,50.00,t
39,2023-07-08,2024-02-01,50.00,t
39,2023-07-08,2024-03-01,50.00,t
39,2023-07-08,2024-04-01,50.00,t
39,2023-07-08,2024-05-01,50.00,t
39,2023-07-08,2024-06-01,50.00,t
39,2023-07-08,2024-07-01,50.00,t
39,2023-07-08,2024-08-01,50.00,t
39,2023-07-08,2024-09-01,50.00,t
39,2023-07-08,2024-10-01,50.00,t
39,2023-07-08,2024-11-01,50.00,t
39,2023-07-08,2024-12-01,50.00,t
39,2023-07-08,2025-01-01,50.00,t
40,2023-05-15,2023-06-01,20.00,t
40,2023-05-15,2023-07-01,20.00,t
40,2023-05-15,2023-08-01,20.00,t
40,2023-05-15,2023-09-01,20.00,t
40,2023-05-15,2023-10-01,20.00,t
40,2023-05-15,2023-11-01,20.00,t
40,2023-05-15,2023-12-01,20.00,t
40,2023-05-15,2024-01-01,20.00,t
40,2023-05-15,2024-02-01,20.00,t
40,2023-05-15,2024-03-01,20.00,t
40,2023-05-15,2024-04-01,20.00,t
40,2023-05-15,2024-05-01,20.00,t
40,2023-05-15,2024-06-01,20.00,t
40,2023-05-15,2024-07-01,20.00,t
40,2023-05-15,2024-08-01,20.00,t
40,2023-05-15,2024-09-01,20.00,t
40,2023-05-15,2024-10-01,20.00,t
40,2023-05-15,2024-11-01,20.00,t
40,2023-05-15,2024-12-01,20.00,t
40,2023-05-15,2025-01-01,20.00,t
41,2024-01-01,2024-01-01,20.00,t
41,2024-01-01,2024-02-01,20.00,t
41,2024-01-01,2024-03-01,20.00,t
41,2024-01-01,2024-04-01,20.00,t
41,2024-01-01,2024-05-01,20.00,t
41,2024-01-01,2024-06-01,20.00,t
41,2024-01-01,2024-07-01,20.00,t
41,2024-01-01,2024-08-01,20.00,t
41,2024-01-01,2024-09-01,20.00,t
41,2024-01-01,2024-10-01,20.00,t
41,2024-01-01,2024-11-01,20.00,t
41,2024-01-01,2024-12-01,20.00,t
41,2024-01-01,2025-01-01,20.00,t
42,2023-05-13,2023-06-01,20.00,t
42,2023-05-13,2023-07-01,20.00,t
42,2023-05-13,2023-08-01,20.00,t
42,2023-05-13,2023-09-01,20.00,t
42,2023-05-13,2023-10-01,20.00,t
42,2023-05-13,2023-11-01,20.00,t
42,2023-05-13,2023-12-01,20.00,t
42,2023-05-13,2024-01-01,20.00,t
42,2023-05-13,2024-02-01,20.00,t
42,2023-05-13,2024-03-01,20.00,t
42,2023-05-13,2024-04-01,20.00,t
42,2023-05-13,2024-05-01,20.00,t
42,2023-05-13,2024-06-01,20.00,t
42,2023-05-13,2024-07-01,20.00,t
42,2023-05-13,2024-08-01,20.00,t
42,2023-05-13,2024-09-01,20.00,t
42,2023-05-13,2024-10-01,20.00,t
42,2023-05-13,2024-11-01,20.00,t
42,2023-05-13,2024-12-01,20.00,t
42,2023-05-13,2025-01-01,20.00,t
43,2023-10-12,2023-11-01,20.00,t
43,2023-10-12,2023-12-01,20.00,t
43,2023-10-12,2024-01-01,20.00,t
43,2023-10-12,2024-02-01,20.00,t
43,2023-10-12,2024-03-01,20.00,t
43,2023-10-12,2024-04-01,20.00,t
43,2023-10-12,2024-05-01,20.00,t
43,2023-10-12,2024-06-01,20.00,t
43,2023-10-12,2024-07-01,20.00,t
43,2023-10-12,2024-08-01,20.00,t
43,2023-10-12,2024-09-01,20.00,t
43,2023-10-12,2024-10-01,20.00,t
43,2023-10-12,2024-11-01,20.00,t
43,2023-10-12,2024-12-01,20.00,t
43,2023-10-12,2025-01-01,20.00,t
44,2023-06-08,2023-07-01,50.00,t
44,2023-06-08,2023-08-01,50.00,t
44,2023-06-08,2023-09-01,50.00,t
44,2023-06-08,2023-10-01,50.00,t
44,2023-06-08,2023-11-01,50.00,t
44,2023-06-08,2023-12-01,50.00,t
44,2023-06-08,2024-01-01,50.00,t
44,2023-06-08,2024-02-01,50.00,t
44,2023-06-08,2024-03-01,50.00,t
44,2023-06-08,2024-04-01,50.00,t
44,2023-06-08,2024-05-01,50.00,t
44,2023-06-08,2024-06-01,50.00,t
44,2023-06-08,2024-07-01,50.00,t
44,2023-06-08,2024-08-01,50.00,t
44,2023-06-08,2024-09-01,50.00,t
44,2023-06-08,2024-10-01,50.00,t
44,2023-06-08,2024-11-01,50.00,t
44,2023-06-08,2024-12-01,50.00,t
44,2023-06-08,2025-01-01,50.00,t
45,2024-06-11,2024-07-01,50.00,t
45,2024-06-11,2024-08-01,50.00,t
45,2024-06-11,2024-09-01,50.00,t
45,2024-06-11,2024-10-01,50.00,t
45,2024-06-11,2024-11-01,50.00,t
45,2024-06-11,2024-12-01,50.00,t
45,2024-06-11,2025-01-01,50.00,t
46,2023-02-14,2023-03-01,50.00,t
46,2023-02-14,2023-04-01,50.00,t
46,2023-02-14,2023-05-01,50.00,t
46,2023-02-14,2023-06-01,50.00,t
46,2023-02-14,2023-07-01,50.00,t
46,2023-02-14,2023-08-01,50.00,t
46,2023-02-14,2023-09-01,50.00,t
46,2023-02-14,2023-10-01,50.00,t
46,2023-02-14,2023-11-01,50.00,t
46,2023-02-14,2023-12-01,50.00,t
46,2023-02-14,2024-01-01,50.00,t
46,2023-02-14,2024-02-01,50.00,t
46,2023-02-14,2024-03-01,50.00,t
46,2023-02-14,2024-04-01,50.00,t
46,2023-02-14,2024-05-01,50.00,t
46,2023-02-14,2024-06-01,50.00,t
46,2023-02-14,2024-07-01,50.00,t
46,2023-02-14,2024-08-01,50.00,t
46,2023-02-14,2024-09-01,50.00,t
46,2023-02-14,2024-10-01,50.00,t
46,2023-02-14,2024-11-01,50.00,t
46,2023-02-14,2024-12-01,50.00,t
46,2023-02-14,2025-01-01,50.00,t
47,2023-08-09,2023-09-01,20.00,t
47,2023-08-09,2023-10-01,20.00,t
47,2023-08-09,2023-11-01,20.00,t
47,2023-08-09,2023-12-01,20.00,t
47,2023-08-09,2024-01-01,20.00,t
47,2023-08-09,2024-02-01,20.00,t
47,2023-08-09,2024-03-01,20.00,t
47,2023-08-09,2024-04-01,20.00,t
